Conditional fertility rates by calendar year, age and birth order
Last modified: 23/05/2024
Code Year  Age       m1x       m2x       m3x       m4x      m5px
IRL  2016   28   0.05605   0.15961   0.09621   0.11149   0.11016
IRL  2016   29   0.07273   0.15904   0.09882   0.09220   0.15000
IRL  2016   30   0.08916   0.16300   0.09351   0.08578   0.10661
IRL  2016   31   0.10651   0.17916   0.09044   0.08086   0.11361
IRL  2016   32   0.12329   0.18445   0.09736   0.07259   0.09413
IRL  2016   33   0.13419   0.19240   0.09611   0.07164   0.09147
IRL  2016   34   0.13172   0.20589   0.08660   0.06647   0.07685
IRL  2016   35   0.12339   0.19218   0.09167   0.06282   0.05937
IRL  2016   36   0.11875   0.17793   0.08946   0.05608   0.05849
IRL  2016   37   0.09911   0.17190   0.08075   0.04694   0.05282
IRL  2016   38   0.08348   0.15148   0.06868   0.04353   0.04019
IRL  2016   39   0.06682   0.11952   0.05983   0.03546   0.03393
IRL  2016   40   0.05158   0.09475   0.03550   0.02219   0.02749
IRL  2016   41   0.03654   0.06248   0.02357   0.01828   0.01871
IRL  2016   42   0.02591   0.04126   0.01551   0.01105   0.01062
IRL  2016   43   0.01394   0.02745   0.00662   0.00457   0.00697
IRL  2016   44   0.01203   0.01285   0.00417   0.00329   0.00682
IRL  2016   45   0.00825   0.01011   0.00211   0.00157   0.00309
IRL  2016   46   0.00504   0.00683   0.00109   0.00076   0.00138
IRL  2016   47   0.00260   0.00352   0.00050   0.00032   0.00053
IRL  2016   48   0.00112   0.00165   0.00021   0.00013   0.00018
IRL  2016   49   0.00043   0.00073   0.00009   0.00005   0.00006
IRL  2016   50   0.00017   0.00029   0.00004   0.00002   0.00002
IRL  2016   51   0.00007   0.00011   0.00002   0.00001   0.00001
IRL  2016   52   0.00003   0.00004   0.00001   0.00000   0.00000
IRL  2016   53   0.00001   0.00002   0.00000   0.00000   0.00000
IRL  2016   54   0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2016   55+  0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2017   12-  0.00000         .         .         .         .
IRL  2017   13   0.00001         .         .         .         .
IRL  2017   14   0.00007         .         .         .         .
IRL  2017   15   0.00053   0.00000         .         .         .
IRL  2017   16   0.00164   0.06303         .         .         .
IRL  2017   17   0.00443   0.06501   0.10659         .         .
IRL  2017   18   0.00885   0.06981   0.25079         .         .
IRL  2017   19   0.01550   0.09867   0.12524   0.00000         .
IRL  2017   20   0.01955   0.13122   0.10614   0.08801         .
IRL  2017   21   0.02241   0.11245   0.14507   0.13389   0.28559
IRL  2017   22   0.02605   0.12510   0.12095   0.16516   0.11118
IRL  2017   23   0.03026   0.14459   0.12663   0.15785   0.15944
IRL  2017   24   0.03335   0.14535   0.11625   0.13727   0.18392
IRL  2017   25   0.03740   0.13944   0.11598   0.13695   0.18542
IRL  2017   26   0.04079   0.13990   0.10353   0.12654   0.13702
IRL  2017   27   0.04363   0.15797   0.11257   0.12773   0.13937
IRL  2017   28   0.05194   0.14663   0.10023   0.11142   0.13963
IRL  2017   29   0.06735   0.15412   0.09787   0.09953   0.14212
IRL  2017   30   0.08807   0.16344   0.09377   0.08678   0.11815
IRL  2017   31   0.09868   0.17866   0.09667   0.07772   0.11287
IRL  2017   32   0.11620   0.17513   0.08678   0.07539   0.08913
IRL  2017   33   0.13090   0.19025   0.09196   0.07358   0.08659
IRL  2017   34   0.13883   0.18990   0.08864   0.05872   0.08123
IRL  2017   35   0.13174   0.19258   0.08829   0.05853   0.06672
IRL  2017   36   0.12488   0.18331   0.08260   0.05179   0.06682
IRL  2017   37   0.10337   0.15443   0.08060   0.04623   0.05179
IRL  2017   38   0.08681   0.13918   0.06548   0.04505   0.04074
IRL  2017   39   0.07270   0.11355   0.05635   0.03095   0.03578
IRL  2017   40   0.05000   0.08372   0.03350   0.02329   0.02650
IRL  2017   41   0.03896   0.05815   0.02113   0.01484   0.01833
IRL  2017   42   0.02858   0.03986   0.01165   0.00877   0.01374
IRL  2017   43   0.01903   0.02324   0.00795   0.00597   0.00614
IRL  2017   44   0.01317   0.01307   0.00348   0.00273   0.00394
IRL  2017   45   0.01077   0.00863   0.00205   0.00115   0.00272
IRL  2017   46   0.00696   0.00541   0.00114   0.00054   0.00153
IRL  2017   47   0.00356   0.00286   0.00055   0.00023   0.00068
IRL  2017   48   0.00160   0.00128   0.00024   0.00009   0.00025
IRL  2017   49   0.00062   0.00056   0.00010   0.00004   0.00009
IRL  2017   50   0.00022   0.00024   0.00004   0.00001   0.00003
IRL  2017   51   0.00009   0.00010   0.00002   0.00001   0.00001
IRL  2017   52   0.00004   0.00004   0.00001   0.00000   0.00000
IRL  2017   53   0.00001   0.00001   0.00000   0.00000   0.00000
IRL  2017   54   0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2017   55+  0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2018   12-  0.00000         .         .         .         .
IRL  2018   13   0.00000         .         .         .         .
IRL  2018   14   0.00007         .         .         .         .
IRL  2018   15   0.00052   0.00000         .         .         .
IRL  2018   16   0.00175   0.04285         .         .         .
IRL  2018   17   0.00425   0.01458   0.00000         .         .
IRL  2018   18   0.00711   0.10504   0.07886         .         .
IRL  2018   19   0.01381   0.11979   0.10933   0.21583         .
IRL  2018   20   0.01886   0.10510   0.13606   0.13517         .
IRL  2018   21   0.02156   0.13947   0.16612   0.19299   0.00000
IRL  2018   22   0.02462   0.15245   0.15001   0.13074   0.22520
IRL  2018   23   0.02656   0.15581   0.12205   0.17921   0.28190
IRL  2018   24   0.03050   0.14135   0.14508   0.16196   0.11009
IRL  2018   25   0.03488   0.13743   0.12303   0.15441   0.13947
IRL  2018   26   0.04064   0.14393   0.10110   0.12474   0.17661
IRL  2018   27   0.04434   0.15716   0.10973   0.12926   0.17784
IRL  2018   28   0.05476   0.14581   0.10504   0.12297   0.12338
IRL  2018   29   0.06602   0.15666   0.09657   0.09500   0.13419
IRL  2018   30   0.08118   0.16808   0.09246   0.08059   0.12384
IRL  2018   31   0.11143   0.16917   0.09233   0.07425   0.09278
IRL  2018   32   0.12329   0.18051   0.08645   0.07767   0.09332
IRL  2018   33   0.12696   0.18583   0.08470   0.07713   0.08705
IRL  2018   34   0.13048   0.19584   0.08451   0.06428   0.08743
IRL  2018   35   0.13132   0.20380   0.08295   0.06149   0.06410
IRL  2018   36   0.11981   0.19091   0.08178   0.05146   0.06679
IRL  2018   37   0.10585   0.15207   0.07355   0.04627   0.06132
IRL  2018   38   0.08663   0.13107   0.06289   0.04440   0.04749
IRL  2018   39   0.08160   0.10683   0.05181   0.03633   0.03556
IRL  2018   40   0.05973   0.08720   0.03617   0.02304   0.02568
IRL  2018   41   0.04547   0.06100   0.02166   0.01663   0.01975
IRL  2018   42   0.02637   0.04180   0.01357   0.00896   0.01417
IRL  2018   43   0.01633   0.02794   0.00459   0.00484   0.00851
IRL  2018   44   0.01102   0.01241   0.00454   0.00282   0.00332
IRL  2018   45   0.00892   0.00825   0.00200   0.00199   0.00319
IRL  2018   46   0.00578   0.00485   0.00098   0.00118   0.00216
IRL  2018   47   0.00292   0.00253   0.00044   0.00056   0.00103
IRL  2018   48   0.00130   0.00120   0.00018   0.00022   0.00040
IRL  2018   49   0.00055   0.00051   0.00007   0.00008   0.00013
IRL  2018   50   0.00021   0.00022   0.00003   0.00003   0.00004
IRL  2018   51   0.00008   0.00010   0.00001   0.00001   0.00001
IRL  2018   52   0.00003   0.00004   0.00001   0.00000   0.00000
IRL  2018   53   0.00001   0.00001   0.00000   0.00000   0.00000
IRL  2018   54   0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2018   55+  0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2019   12-  0.00000         .         .         .         .
IRL  2019   13   0.00001         .         .         .         .
IRL  2019   14   0.00008         .         .         .         .
IRL  2019   15   0.00052   0.00000         .         .         .
IRL  2019   16   0.00152   0.00000         .         .         .
IRL  2019   17   0.00287   0.04023         .         .         .
IRL  2019   18   0.00711   0.09333   0.19651         .         .
IRL  2019   19   0.01206   0.11326   0.19384   0.10478         .
IRL  2019   20   0.01655   0.13326   0.10712   0.04485         .
IRL  2019   21   0.02036   0.12622   0.12053   0.14589   0.00000
IRL  2019   22   0.02147   0.12996   0.14539   0.11925   0.17533
IRL  2019   23   0.02545   0.14414   0.11099   0.10269   0.08714
IRL  2019   24   0.02858   0.13768   0.10858   0.13608   0.15826
IRL  2019   25   0.02987   0.14756   0.13405   0.11503   0.16608
IRL  2019   26   0.04000   0.14579   0.11302   0.14075   0.12698
IRL  2019   27   0.04559   0.14331   0.09555   0.12443   0.13590
IRL  2019   28   0.05039   0.16212   0.09848   0.11170   0.10317
IRL  2019   29   0.06257   0.15980   0.09635   0.09619   0.13948
IRL  2019   30   0.08052   0.15558   0.08383   0.09416   0.11342
IRL  2019   31   0.10406   0.16681   0.09019   0.08107   0.12439
IRL  2019   32   0.12148   0.18337   0.08470   0.07930   0.12187
IRL  2019   33   0.13742   0.19855   0.08381   0.07648   0.07141
IRL  2019   34   0.12980   0.19008   0.08514   0.06112   0.08705
IRL  2019   35   0.13746   0.19587   0.08321   0.05919   0.06301
IRL  2019   36   0.12274   0.19283   0.08257   0.05305   0.06012
IRL  2019   37   0.10651   0.15785   0.07598   0.04597   0.05461
IRL  2019   38   0.08890   0.12970   0.06379   0.03945   0.04429
IRL  2019   39   0.07778   0.11178   0.04777   0.03416   0.03030
IRL  2019   40   0.06003   0.07879   0.03643   0.02039   0.02593
IRL  2019   41   0.03908   0.05674   0.02287   0.01388   0.02042
IRL  2019   42   0.02641   0.03734   0.01325   0.00939   0.01423
IRL  2019   43   0.01746   0.01941   0.00808   0.00556   0.00562
IRL  2019   44   0.01242   0.01444   0.00254   0.00314   0.00292
IRL  2019   45   0.01034   0.01080   0.00174   0.00169   0.00277
IRL  2019   46   0.00687   0.00689   0.00108   0.00087   0.00192
IRL  2019   47   0.00351   0.00346   0.00055   0.00039   0.00093
IRL  2019   48   0.00149   0.00158   0.00025   0.00015   0.00036
IRL  2019   49   0.00059   0.00067   0.00010   0.00006   0.00012
IRL  2019   50   0.00023   0.00026   0.00004   0.00002   0.00004
IRL  2019   51   0.00009   0.00011   0.00002   0.00001   0.00001
IRL  2019   52   0.00003   0.00005   0.00001   0.00000   0.00000
IRL  2019   53   0.00001   0.00002   0.00000   0.00000   0.00000
IRL  2019   54   0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2019   55+  0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2020   12-  0.00000         .         .         .         .
IRL  2020   13   0.00000         .         .         .         .
IRL  2020   14   0.00006         .         .         .         .
IRL  2020   15   0.00044   0.00000         .         .         .
IRL  2020   16   0.00139   0.04962         .         .         .
IRL  2020   17   0.00345   0.06788         .         .         .
IRL  2020   18   0.00645   0.11360   0.00000         .         .
IRL  2020   19   0.01165   0.13663   0.18132   0.00000         .
IRL  2020   20   0.01563   0.09685   0.11605   0.21817         .
IRL  2020   21   0.01732   0.11299   0.13895   0.23365   0.22986
IRL  2020   22   0.02056   0.13020   0.15040   0.15310   0.22634
IRL  2020   23   0.02184   0.13288   0.13518   0.19155   0.16715
IRL  2020   24   0.02543   0.12699   0.11508   0.10448   0.20047
IRL  2020   25   0.02793   0.13255   0.12421   0.17017   0.13439
IRL  2020   26   0.03544   0.13414   0.12565   0.10762   0.18020
IRL  2020   27   0.04195   0.15091   0.11359   0.12936   0.15078
IRL  2020   28   0.05127   0.14548   0.09777   0.11999   0.11434
IRL  2020   29   0.06042   0.16103   0.09298   0.10248   0.13513
IRL  2020   30   0.07827   0.15456   0.08950   0.09215   0.11502
IRL  2020   31   0.10084   0.17785   0.09607   0.08384   0.09189
IRL  2020   32   0.12997   0.18166   0.07626   0.06641   0.09042
IRL  2020   33   0.12586   0.20116   0.08726   0.07128   0.08312
IRL  2020   34   0.12990   0.19860   0.07544   0.06250   0.06981
IRL  2020   35   0.12999   0.19670   0.07989   0.05190   0.06387
IRL  2020   36   0.12357   0.18107   0.07840   0.04627   0.05699
IRL  2020   37   0.10092   0.16242   0.07425   0.04164   0.05842
IRL  2020   38   0.09094   0.12310   0.06005   0.03672   0.04019
IRL  2020   39   0.07970   0.10237   0.04718   0.03130   0.03541
IRL  2020   40   0.05666   0.07117   0.03214   0.02376   0.02836
IRL  2020   41   0.03974   0.05776   0.02098   0.01384   0.02201
IRL  2020   42   0.02570   0.03643   0.01059   0.00858   0.01538
IRL  2020   43   0.01815   0.02454   0.00438   0.00752   0.00739
IRL  2020   44   0.01214   0.01426   0.00279   0.00297   0.00572
IRL  2020   45   0.00907   0.00987   0.00191   0.00161   0.00260
IRL  2020   46   0.00595   0.00598   0.00117   0.00083   0.00120
IRL  2020   47   0.00301   0.00296   0.00059   0.00036   0.00048
IRL  2020   48   0.00130   0.00127   0.00026   0.00014   0.00017
IRL  2020   49   0.00051   0.00053   0.00010   0.00006   0.00006
IRL  2020   50   0.00020   0.00022   0.00004   0.00002   0.00002
IRL  2020   51   0.00008   0.00009   0.00002   0.00001   0.00001
IRL  2020   52   0.00003   0.00004   0.00001   0.00000   0.00000
IRL  2020   53   0.00001   0.00001   0.00000   0.00000   0.00000
IRL  2020   54   0.00000   0.00000   0.00000   0.00000   0.00000
IRL  2020   55+  0.00000   0.00000   0.00000   0.00000   0.00000
JPN  1998   12-  0.00000         .         .         .         .
JPN  1998   13   0.00000         .         .         .         .
JPN  1998   14   0.00004   0.00000         .         .         .
JPN  1998   15   0.00022   0.01862         .         .         .
JPN  1998   16   0.00104   0.02493   0.13009         .         .
JPN  1998   17   0.00281   0.04081   0.05919         .         .
JPN  1998   18   0.00548   0.07483   0.03522   0.00000         .
JPN  1998   19   0.01126   0.09577   0.03618   0.10245         .
JPN  1998   20   0.01685   0.11376   0.05529   0.06502   0.16378
JPN  1998   21   0.02282   0.14416   0.05653   0.04005   0.00000
JPN  1998   22   0.02832   0.16088   0.06451   0.04581   0.09914
JPN  1998   23   0.03748   0.17516   0.06922   0.05964   0.10237
JPN  1998   24   0.05028   0.18209   0.07191   0.05767   0.07677
JPN  1998   25   0.06372   0.18039   0.07168   0.05372   0.07001
JPN  1998   26   0.08002   0.18832   0.07515   0.05082   0.06723
JPN  1998   27   0.09471   0.19600   0.07257   0.04571   0.07574
JPN  1998   28   0.10575   0.20749   0.07139   0.04252   0.06963
JPN  1998   29   0.11209   0.21470   0.06869   0.04081   0.05844
JPN  1998   30   0.11036   0.22279   0.06800   0.03628   0.05754
JPN  1998   31   0.09307   0.21130   0.06353   0.03318   0.05317
JPN  1998   32   0.08108   0.19771   0.05808   0.02917   0.04552
JPN  1998   33   0.07971   0.18361   0.05244   0.02515   0.04189
JPN  1998   34   0.06584   0.14978   0.04345   0.02184   0.03816
JPN  1998   35   0.05492   0.11957   0.03426   0.01782   0.03157
JPN  1998   36   0.04588   0.09298   0.02560   0.01489   0.02883
JPN  1998   37   0.03468   0.06862   0.01688   0.01111   0.02457
JPN  1998   38   0.02732   0.04769   0.01114   0.00827   0.01991
JPN  1998   39   0.02106   0.03158   0.00724   0.00580   0.01690
JPN  1998   40   0.01425   0.01948   0.00421   0.00364   0.01308
JPN  1998   41   0.00911   0.01179   0.00250   0.00244   0.00847
JPN  1998   42   0.00527   0.00593   0.00123   0.00159   0.00610
JPN  1998   43   0.00283   0.00297   0.00064   0.00082   0.00395
JPN  1998   44   0.00151   0.00147   0.00029   0.00047   0.00236
JPN  1998   45         .         .         .         .         .
JPN  1998   46         .         .         .         .         .
JPN  1998   47         .         .         .         .         .
JPN  1998   48         .         .         .         .         .
JPN  1998   49         .         .         .         .         .
JPN  1998   50         .         .         .         .         .
JPN  1998   51         .         .         .         .         .
JPN  1998   52         .         .         .         .         .
JPN  1998   53         .         .         .         .         .
JPN  1998   54         .         .         .         .         .
JPN  1998   55+        .         .         .         .         .
JPN  1999   12-  0.00000         .         .         .         .
JPN  1999   13   0.00001         .         .         .         .
JPN  1999   14   0.00006   0.00000         .         .         .
JPN  1999   15   0.00024   0.00829         .         .         .
JPN  1999   16   0.00123   0.03129   0.10110         .         .
JPN  1999   17   0.00320   0.05018   0.06884         .         .
JPN  1999   18   0.00592   0.06963   0.04362   0.12232         .
JPN  1999   19   0.01179   0.08776   0.05578   0.03166         .
JPN  1999   20   0.01788   0.11166   0.05693   0.10367   0.26066
JPN  1999   21   0.02359   0.13195   0.05991   0.05190   0.05494
JPN  1999   22   0.02826   0.14955   0.06087   0.05228   0.10383
JPN  1999   23   0.03677   0.16846   0.06622   0.06075   0.12653
JPN  1999   24   0.04796   0.16989   0.07291   0.05937   0.10811
JPN  1999   25   0.06172   0.17570   0.06988   0.05201   0.09775
JPN  1999   26   0.07616   0.17991   0.07083   0.05277   0.06603
JPN  1999   27   0.09031   0.18870   0.06953   0.04101   0.07788
JPN  1999   28   0.10003   0.19609   0.06821   0.04278   0.06897
JPN  1999   29   0.10589   0.20532   0.06614   0.03936   0.06609
JPN  1999   30   0.10415   0.20638   0.06275   0.03322   0.06328
JPN  1999   31   0.09738   0.20845   0.06201   0.03170   0.05125
JPN  1999   32   0.07794   0.19132   0.05579   0.02761   0.05078
JPN  1999   33   0.06735   0.16756   0.04861   0.02479   0.04211
JPN  1999   34   0.06602   0.14991   0.04269   0.02181   0.03919
JPN  1999   35   0.05429   0.11933   0.03298   0.01776   0.03340
JPN  1999   36   0.04481   0.09318   0.02534   0.01453   0.03038
JPN  1999   37   0.03502   0.06677   0.01746   0.01109   0.02421
JPN  1999   38   0.02616   0.04715   0.01159   0.00858   0.02204
JPN  1999   39   0.01993   0.03217   0.00716   0.00590   0.01603
JPN  1999   40   0.01477   0.02030   0.00415   0.00381   0.01188
JPN  1999   41   0.00897   0.01139   0.00241   0.00230   0.00940
JPN  1999   42   0.00524   0.00629   0.00119   0.00143   0.00626
JPN  1999   43   0.00299   0.00355   0.00069   0.00082   0.00381
JPN  1999   44   0.00147   0.00166   0.00028   0.00037   0.00227
JPN  1999   45   0.00067   0.00068   0.00012   0.00019   0.00085
JPN  1999   46         .         .         .         .         .
JPN  1999   47         .         .         .         .         .
JPN  1999   48         .         .         .         .         .
JPN  1999   49         .         .         .         .         .
JPN  1999   50         .         .         .         .         .
JPN  1999   51         .         .         .         .         .
JPN  1999   52         .         .         .         .         .
JPN  1999   53         .         .         .         .         .
JPN  1999   54         .         .         .         .         .
JPN  1999   55+        .         .         .         .         .
JPN  2000   12-  0.00000         .         .         .         .
JPN  2000   13   0.00001         .         .         .         .
JPN  2000   14   0.00006   0.00000         .         .         .
JPN  2000   15   0.00026   0.03061         .         .         .
JPN  2000   16   0.00131   0.02112   0.00000         .         .
JPN  2000   17   0.00368   0.05444   0.01325         .         .
JPN  2000   18   0.00683   0.07339   0.03069   0.11781         .
JPN  2000   19   0.01277   0.09160   0.04969   0.08760         .
JPN  2000   20   0.01894   0.11114   0.05850   0.05125   0.00000
JPN  2000   21   0.02501   0.13789   0.06488   0.07136   0.09259
JPN  2000   22   0.02971   0.15242   0.06345   0.05414   0.06249
JPN  2000   23   0.03625   0.16473   0.06651   0.06050   0.05645
JPN  2000   24   0.04656   0.17573   0.06985   0.06325   0.06498
JPN  2000   25   0.05991   0.17434   0.07022   0.05035   0.10178
JPN  2000   26   0.07427   0.18166   0.07172   0.05056   0.08640
JPN  2000   27   0.08700   0.18876   0.07083   0.04642   0.08435
JPN  2000   28   0.09667   0.19688   0.06853   0.04461   0.07229
JPN  2000   29   0.10333   0.20315   0.06690   0.03963   0.06670
JPN  2000   30   0.09959   0.20587   0.06440   0.03683   0.06556
JPN  2000   31   0.09341   0.20356   0.05959   0.03312   0.05225
JPN  2000   32   0.08505   0.19828   0.05766   0.03039   0.05323
JPN  2000   33   0.06706   0.17177   0.04960   0.02655   0.04765
JPN  2000   34   0.05900   0.14440   0.04185   0.02193   0.03482
JPN  2000   35   0.05747   0.12432   0.03555   0.01984   0.03496
JPN  2000   36   0.04592   0.09636   0.02611   0.01607   0.03226
JPN  2000   37   0.03569   0.06937   0.01799   0.01226   0.02465
JPN  2000   38   0.02689   0.04939   0.01191   0.00948   0.02123
JPN  2000   39   0.01956   0.03375   0.00797   0.00686   0.01814
JPN  2000   40   0.01506   0.02061   0.00480   0.00457   0.01237
JPN  2000   41   0.00975   0.01254   0.00266   0.00270   0.00883
JPN  2000   42   0.00571   0.00689   0.00135   0.00162   0.00702
JPN  2000   43   0.00309   0.00337   0.00066   0.00084   0.00369
JPN  2000   44   0.00170   0.00162   0.00037   0.00039   0.00197
JPN  2000   45   0.00082   0.00066   0.00012   0.00016   0.00081
JPN  2000   46   0.00021   0.00023   0.00003   0.00009   0.00032
JPN  2000   47         .         .         .         .         .
JPN  2000   48         .         .         .         .         .
JPN  2000   49         .         .         .         .         .
JPN  2000   50         .         .         .         .         .
JPN  2000   51         .         .         .         .         .
JPN  2000   52         .         .         .         .         .
JPN  2000   53         .         .         .         .         .
JPN  2000   54         .         .         .         .         .
JPN  2000   55+        .         .         .         .         .
JPN  2001   12-  0.00000         .         .         .         .
JPN  2001   13   0.00001         .         .         .         .
JPN  2001   14   0.00006   0.00000         .         .         .
JPN  2001   15   0.00031   0.00700         .         .         .
JPN  2001   16   0.00152   0.01791   0.00000         .         .
JPN  2001   17   0.00402   0.05156   0.05137         .         .
JPN  2001   18   0.00701   0.07713   0.03465   0.00000         .
JPN  2001   19   0.01387   0.09567   0.05964   0.05192         .
JPN  2001   20   0.01964   0.11062   0.05703   0.06498   0.00000
JPN  2001   21   0.02487   0.13651   0.05769   0.04473   0.00000
JPN  2001   22   0.03038   0.15591   0.06488   0.06368   0.07436
JPN  2001   23   0.03713   0.16845   0.06774   0.05748   0.06799
JPN  2001   24   0.04552   0.17256   0.07318   0.05985   0.12574
JPN  2001   25   0.05719   0.17721   0.07190   0.05425   0.10035
JPN  2001   26   0.07007   0.17989   0.07129   0.04964   0.06936
JPN  2001   27   0.08311   0.18637   0.07078   0.04555   0.08322
JPN  2001   28   0.09204   0.19135   0.06625   0.04240   0.07266
JPN  2001   29   0.09818   0.19611   0.06531   0.03995   0.06418
JPN  2001   30   0.09578   0.19813   0.06235   0.03576   0.06302
JPN  2001   31   0.08818   0.19508   0.05896   0.03438   0.05950
JPN  2001   32   0.07939   0.18388   0.05346   0.02900   0.04988
JPN  2001   33   0.07203   0.17006   0.04976   0.02696   0.04563
JPN  2001   34   0.05813   0.14323   0.04261   0.02279   0.03947
JPN  2001   35   0.04987   0.11910   0.03415   0.02071   0.03772
JPN  2001   36   0.04783   0.09833   0.02745   0.01713   0.03136
JPN  2001   37   0.03635   0.06928   0.01843   0.01285   0.02527
JPN  2001   38   0.02721   0.04943   0.01273   0.00981   0.02275
JPN  2001   39   0.02080   0.03446   0.00822   0.00678   0.01874
JPN  2001   40   0.01447   0.02121   0.00500   0.00428   0.01251
JPN  2001   41   0.00937   0.01261   0.00274   0.00279   0.00928
JPN  2001   42   0.00571   0.00709   0.00152   0.00165   0.00606
JPN  2001   43   0.00274   0.00343   0.00068   0.00095   0.00345
JPN  2001   44   0.00148   0.00133   0.00031   0.00036   0.00197
JPN  2001   45   0.00062   0.00056   0.00014   0.00021   0.00096
JPN  2001   46   0.00028   0.00022   0.00006   0.00008   0.00054
JPN  2001   47   0.00005   0.00008   0.00001   0.00003   0.00021
JPN  2001   48         .         .         .         .         .
JPN  2001   49         .         .         .         .         .
JPN  2001   50         .         .         .         .         .
JPN  2001   51         .         .         .         .         .
JPN  2001   52         .         .         .         .         .
JPN  2001   53         .         .         .         .         .
JPN  2001   54         .         .         .         .         .
JPN  2001   55+        .         .         .         .         .
JPN  2002   12-  0.00000         .         .         .         .
JPN  2002   13   0.00001         .         .         .         .
JPN  2002   14   0.00008   0.00000         .         .         .
JPN  2002   15   0.00037   0.01871         .         .         .
JPN  2002   16   0.00163   0.02691   0.00000         .         .
JPN  2002   17   0.00418   0.04284   0.02705         .         .
JPN  2002   18   0.00732   0.07324   0.02806   0.00000         .
JPN  2002   19   0.01408   0.10051   0.05522   0.02225         .
JPN  2002   20   0.01997   0.11349   0.05968   0.14781   0.09133
JPN  2002   21   0.02518   0.14149   0.05819   0.07392   0.07982
JPN  2002   22   0.03023   0.15339   0.06255   0.06525   0.03808
JPN  2002   23   0.03679   0.16366   0.06530   0.06903   0.10005
JPN  2002   24   0.04562   0.16902   0.06726   0.05299   0.08679
JPN  2002   25   0.05545   0.16853   0.07146   0.05527   0.07536
JPN  2002   26   0.06788   0.17500   0.06969   0.04841   0.07712
JPN  2002   27   0.07912   0.17889   0.06685   0.04747   0.07340
JPN  2002   28   0.08930   0.18752   0.06400   0.04090   0.07914
JPN  2002   29   0.09690   0.19149   0.06213   0.03896   0.06977
JPN  2002   30   0.09495   0.19154   0.06022   0.03424   0.06889
JPN  2002   31   0.08887   0.18842   0.05621   0.03219   0.05537
JPN  2002   32   0.07774   0.18073   0.05280   0.03016   0.04977
JPN  2002   33   0.07038   0.16450   0.04662   0.02621   0.04428
JPN  2002   34   0.06428   0.14568   0.04185   0.02345   0.03808
JPN  2002   35   0.05015   0.11703   0.03362   0.01928   0.03436
JPN  2002   36   0.04304   0.09222   0.02554   0.01650   0.03362
JPN  2002   37   0.03820   0.07164   0.01911   0.01320   0.02684
JPN  2002   38   0.02926   0.05091   0.01302   0.01005   0.02275
JPN  2002   39   0.02144   0.03472   0.00836   0.00693   0.01930
JPN  2002   40   0.01484   0.02317   0.00529   0.00466   0.01436
JPN  2002   41   0.01004   0.01202   0.00285   0.00303   0.00998
JPN  2002   42   0.00616   0.00702   0.00147   0.00180   0.00716
JPN  2002   43   0.00305   0.00357   0.00077   0.00080   0.00391
JPN  2002   44   0.00160   0.00141   0.00034   0.00043   0.00235
JPN  2002   45   0.00054   0.00061   0.00012   0.00022   0.00103
JPN  2002   46   0.00020   0.00028   0.00006   0.00009   0.00031
JPN  2002   47   0.00018   0.00007   0.00002   0.00004   0.00012
JPN  2002   48   0.00005   0.00002   0.00001   0.00001   0.00000
JPN  2002   49         .         .         .         .         .
JPN  2002   50         .         .         .         .         .
JPN  2002   51         .         .         .         .         .
JPN  2002   52         .         .         .         .         .
JPN  2002   53         .         .         .         .         .
JPN  2002   54         .         .         .         .         .
JPN  2002   55+        .         .         .         .         .
JPN  2003   12-  0.00000         .         .         .         .
JPN  2003   13   0.00001         .         .         .         .
JPN  2003   14   0.00007   0.00000         .         .         .
JPN  2003   15   0.00038   0.00000         .         .         .
JPN  2003   16   0.00156   0.02667   0.00000         .         .
JPN  2003   17   0.00372   0.04939   0.03746         .         .
JPN  2003   18   0.00670   0.08497   0.02709   0.00000         .
JPN  2003   19   0.01310   0.10273   0.04945   0.02343         .
JPN  2003   20   0.01881   0.12483   0.05012   0.04102   0.00000
JPN  2003   21   0.02361   0.15009   0.06176   0.09254   0.03119
JPN  2003   22   0.02804   0.15768   0.06476   0.07748   0.10109
JPN  2003   23   0.03392   0.16850   0.07011   0.06811   0.12428
JPN  2003   24   0.04228   0.17262   0.07016   0.06436   0.07989
JPN  2003   25   0.05228   0.17088   0.07046   0.05189   0.07687
JPN  2003   26   0.06296   0.17317   0.06790   0.04804   0.06948
JPN  2003   27   0.07508   0.18129   0.06698   0.04766   0.07651
JPN  2003   28   0.08448   0.18505   0.06446   0.04187   0.07650
JPN  2003   29   0.09160   0.19141   0.06253   0.04089   0.06814
JPN  2003   30   0.09211   0.18690   0.05879   0.03507   0.06151
JPN  2003   31   0.08596   0.18589   0.05563   0.03381   0.05451
JPN  2003   32   0.07704   0.17620   0.05083   0.02960   0.05391
JPN  2003   33   0.06847   0.16174   0.04659   0.02633   0.04620
JPN  2003   34   0.06208   0.14181   0.03894   0.02315   0.04417
JPN  2003   35   0.05636   0.11966   0.03379   0.02012   0.03825
