Conditional fertility rates by calendar year, age and birth order
Last modified: 23/05/2024
Code Year  Age       m1x       m2x       m3x       m4x      m5px
JPN  2003   36   0.04299   0.09396   0.02563   0.01678   0.03339
JPN  2003   37   0.03366   0.07005   0.01820   0.01322   0.02813
JPN  2003   38   0.03074   0.05350   0.01309   0.01050   0.02529
JPN  2003   39   0.02291   0.03605   0.00873   0.00717   0.01886
JPN  2003   40   0.01583   0.02254   0.00556   0.00490   0.01360
JPN  2003   41   0.01041   0.01401   0.00291   0.00310   0.00975
JPN  2003   42   0.00632   0.00762   0.00172   0.00189   0.00649
JPN  2003   43   0.00346   0.00337   0.00082   0.00094   0.00397
JPN  2003   44   0.00162   0.00136   0.00041   0.00049   0.00201
JPN  2003   45   0.00075   0.00057   0.00013   0.00016   0.00106
JPN  2003   46   0.00023   0.00018   0.00003   0.00010   0.00052
JPN  2003   47   0.00017   0.00005   0.00002   0.00004   0.00009
JPN  2003   48   0.00012   0.00003   0.00001   0.00001   0.00015
JPN  2003   49   0.00003   0.00004   0.00000   0.00001   0.00006
JPN  2003   50         .         .         .         .         .
JPN  2003   51         .         .         .         .         .
JPN  2003   52         .         .         .         .         .
JPN  2003   53         .         .         .         .         .
JPN  2003   54         .         .         .         .         .
JPN  2003   55+        .         .         .         .         .
JPN  2004   12-  0.00000         .         .         .         .
JPN  2004   13   0.00001         .         .         .         .
JPN  2004   14   0.00007   0.00000         .         .         .
JPN  2004   15   0.00030   0.01337         .         .         .
JPN  2004   16   0.00146   0.03903   0.00000         .         .
JPN  2004   17   0.00355   0.04787   0.04806         .         .
JPN  2004   18   0.00660   0.08443   0.04250   0.00000         .
JPN  2004   19   0.01287   0.10509   0.03962   0.02595         .
JPN  2004   20   0.01853   0.11559   0.05204   0.06410         .
JPN  2004   21   0.02365   0.14898   0.07013   0.06531   0.04077
JPN  2004   22   0.02736   0.16854   0.06999   0.07012   0.10281
JPN  2004   23   0.03271   0.17675   0.07179   0.06695   0.08263
JPN  2004   24   0.04050   0.17870   0.07047   0.05736   0.06626
JPN  2004   25   0.05069   0.17570   0.07087   0.05557   0.11022
JPN  2004   26   0.06080   0.17763   0.07023   0.05174   0.09422
JPN  2004   27   0.07150   0.18022   0.06734   0.05216   0.06877
JPN  2004   28   0.08126   0.18406   0.06374   0.04511   0.06542
JPN  2004   29   0.08931   0.18875   0.06217   0.04132   0.06825
JPN  2004   30   0.09160   0.18736   0.05827   0.03885   0.05877
JPN  2004   31   0.08616   0.18593   0.05476   0.03311   0.06009
JPN  2004   32   0.07818   0.17608   0.05025   0.03103   0.05538
JPN  2004   33   0.06946   0.15907   0.04573   0.02717   0.04702
JPN  2004   34   0.06241   0.14387   0.03920   0.02372   0.04118
JPN  2004   35   0.05612   0.11941   0.03313   0.02094   0.03686
JPN  2004   36   0.04918   0.09975   0.02679   0.01727   0.03483
JPN  2004   37   0.03531   0.07248   0.01940   0.01385   0.02940
JPN  2004   38   0.02685   0.05333   0.01338   0.01014   0.02508
JPN  2004   39   0.02489   0.03881   0.00864   0.00783   0.01895
JPN  2004   40   0.01661   0.02448   0.00551   0.00506   0.01547
JPN  2004   41   0.01056   0.01422   0.00319   0.00319   0.01021
JPN  2004   42   0.00621   0.00750   0.00155   0.00189   0.00735
JPN  2004   43   0.00345   0.00374   0.00089   0.00102   0.00454
JPN  2004   44   0.00173   0.00182   0.00045   0.00050   0.00160
JPN  2004   45   0.00070   0.00068   0.00016   0.00024   0.00110
JPN  2004   46   0.00033   0.00023   0.00008   0.00006   0.00043
JPN  2004   47   0.00022   0.00016   0.00002   0.00002   0.00019
JPN  2004   48   0.00010   0.00006   0.00002   0.00000   0.00000
JPN  2004   49   0.00005   0.00009   0.00001   0.00000   0.00000
JPN  2004   50   0.00004   0.00001   0.00000   0.00000   0.00000
JPN  2004   51         .         .         .         .         .
JPN  2004   52         .         .         .         .         .
JPN  2004   53         .         .         .         .         .
JPN  2004   54         .         .         .         .         .
JPN  2004   55+        .         .         .         .         .
JPN  2005   12-  0.00000         .         .         .         .
JPN  2005   13   0.00001         .         .         .         .
JPN  2005   14   0.00007   0.00000         .         .         .
JPN  2005   15   0.00028   0.01540         .         .         .
JPN  2005   16   0.00127   0.03584   0.00000         .         .
JPN  2005   17   0.00327   0.04918   0.02566         .         .
JPN  2005   18   0.00603   0.08025   0.02556   0.00000         .
JPN  2005   19   0.01182   0.10397   0.05733   0.04370         .
JPN  2005   20   0.01723   0.12728   0.06069   0.07539   0.00000
JPN  2005   21   0.02235   0.15373   0.06757   0.04742   0.04730
JPN  2005   22   0.02687   0.16577   0.06421   0.07209   0.07136
JPN  2005   23   0.03135   0.17298   0.07365   0.06884   0.11630
JPN  2005   24   0.03821   0.17413   0.07670   0.06037   0.10304
JPN  2005   25   0.04783   0.17210   0.07180   0.05326   0.07281
JPN  2005   26   0.05778   0.17488   0.07102   0.05406   0.08336
JPN  2005   27   0.06855   0.17424   0.06700   0.04920   0.06669
JPN  2005   28   0.07772   0.17690   0.06445   0.04541   0.08375
JPN  2005   29   0.08453   0.18276   0.06193   0.04249   0.07148
JPN  2005   30   0.08629   0.18001   0.05745   0.03719   0.05824
JPN  2005   31   0.08291   0.17682   0.05455   0.03389   0.06332
JPN  2005   32   0.07540   0.17122   0.04946   0.03068   0.05183
JPN  2005   33   0.06863   0.15658   0.04470   0.02735   0.04911
JPN  2005   34   0.06079   0.13834   0.03936   0.02417   0.04177
JPN  2005   35   0.05440   0.11727   0.03249   0.02084   0.03903
JPN  2005   36   0.04635   0.09625   0.02603   0.01747   0.03124
JPN  2005   37   0.03823   0.07392   0.01966   0.01361   0.02661
JPN  2005   38   0.02682   0.05337   0.01321   0.01077   0.02562
JPN  2005   39   0.02089   0.03791   0.00852   0.00803   0.02045
JPN  2005   40   0.01731   0.02416   0.00536   0.00485   0.01498
JPN  2005   41   0.01086   0.01453   0.00306   0.00355   0.01088
JPN  2005   42   0.00627   0.00764   0.00171   0.00191   0.00699
JPN  2005   43   0.00356   0.00334   0.00095   0.00098   0.00460
JPN  2005   44   0.00185   0.00172   0.00042   0.00060   0.00235
JPN  2005   45   0.00097   0.00089   0.00018   0.00018   0.00102
JPN  2005   46   0.00038   0.00029   0.00006   0.00008   0.00055
JPN  2005   47   0.00024   0.00013   0.00001   0.00005   0.00007
JPN  2005   48   0.00016   0.00013   0.00001   0.00000   0.00010
JPN  2005   49   0.00009   0.00004   0.00001   0.00001   0.00006
JPN  2005   50   0.00007   0.00003   0.00001   0.00000   0.00000
JPN  2005   51   0.00006   0.00001   0.00000   0.00000   0.00000
JPN  2005   52         .         .         .         .         .
JPN  2005   53         .         .         .         .         .
JPN  2005   54         .         .         .         .         .
JPN  2005   55+        .         .         .         .         .
JPN  2006   12-  0.00000         .         .         .         .
JPN  2006   13   0.00001         .         .         .         .
JPN  2006   14   0.00006   0.00000         .         .         .
JPN  2006   15   0.00031   0.01562         .         .         .
JPN  2006   16   0.00127   0.03756   0.00000         .         .
JPN  2006   17   0.00348   0.06527   0.04755         .         .
JPN  2006   18   0.00604   0.08127   0.07695   0.00000         .
JPN  2006   19   0.01145   0.10272   0.05705   0.11183         .
JPN  2006   20   0.01760   0.12047   0.07289   0.04894   0.00000
JPN  2006   21   0.02284   0.15515   0.06536   0.06977   0.08319
JPN  2006   22   0.02755   0.17361   0.07365   0.08341   0.08351
JPN  2006   23   0.03270   0.17538   0.07545   0.05764   0.07762
JPN  2006   24   0.04070   0.18126   0.08203   0.06963   0.13423
JPN  2006   25   0.04885   0.17756   0.07741   0.05961   0.09579
JPN  2006   26   0.05883   0.18055   0.07616   0.05788   0.09480
JPN  2006   27   0.07006   0.18135   0.07255   0.05754   0.09240
JPN  2006   28   0.07934   0.18435   0.06926   0.04936   0.08080
JPN  2006   29   0.08741   0.18819   0.06720   0.04560   0.06834
JPN  2006   30   0.08886   0.18731   0.06205   0.04111   0.06664
JPN  2006   31   0.08472   0.18412   0.05827   0.03553   0.06145
JPN  2006   32   0.07893   0.17799   0.05397   0.03317   0.05267
JPN  2006   33   0.07060   0.16386   0.04816   0.02929   0.04942
JPN  2006   34   0.06339   0.14663   0.04183   0.02659   0.04761
JPN  2006   35   0.05675   0.12344   0.03560   0.02242   0.03742
JPN  2006   36   0.04791   0.10196   0.02877   0.01931   0.03780
JPN  2006   37   0.03910   0.07760   0.02042   0.01509   0.03236
JPN  2006   38   0.03150   0.05904   0.01514   0.01186   0.02645
JPN  2006   39   0.02145   0.04074   0.00993   0.00837   0.02115
JPN  2006   40   0.01627   0.02633   0.00621   0.00568   0.01607
JPN  2006   41   0.01164   0.01565   0.00365   0.00382   0.01247
JPN  2006   42   0.00678   0.00828   0.00198   0.00237   0.00793
JPN  2006   43   0.00401   0.00429   0.00101   0.00139   0.00478
JPN  2006   44   0.00180   0.00189   0.00048   0.00044   0.00227
JPN  2006   45   0.00074   0.00069   0.00021   0.00034   0.00114
JPN  2006   46   0.00024   0.00026   0.00008   0.00011   0.00044
JPN  2006   47   0.00012   0.00006   0.00002   0.00005   0.00023
JPN  2006   48   0.00015   0.00007   0.00001   0.00001   0.00010
JPN  2006   49   0.00005   0.00003   0.00000   0.00001   0.00000
JPN  2006   50   0.00001   0.00000   0.00000   0.00000   0.00000
JPN  2006   51   0.00000   0.00002   0.00000   0.00000   0.00000
JPN  2006   52   0.00002   0.00000   0.00000   0.00000   0.00000
JPN  2006   53         .         .         .         .         .
JPN  2006   54         .         .         .         .         .
JPN  2006   55+        .         .         .         .         .
JPN  2007   12-  0.00000         .         .         .         .
JPN  2007   13   0.00001         .         .         .         .
JPN  2007   14   0.00006   0.00000         .         .         .
JPN  2007   15   0.00029   0.00782         .         .         .
JPN  2007   16   0.00121   0.02649   0.00000         .         .
JPN  2007   17   0.00324   0.04867   0.02719         .         .
JPN  2007   18   0.00607   0.08177   0.04992   0.25311         .
JPN  2007   19   0.01147   0.10631   0.06514   0.03924         .
JPN  2007   20   0.01732   0.12034   0.07076   0.04910   0.00000
JPN  2007   21   0.02221   0.15065   0.07096   0.07099   0.07409
JPN  2007   22   0.02664   0.16920   0.07588   0.07169   0.09069
JPN  2007   23   0.03264   0.17845   0.07869   0.06440   0.13345
JPN  2007   24   0.03950   0.17838   0.08393   0.07124   0.13453
JPN  2007   25   0.04894   0.17781   0.08381   0.06802   0.08450
JPN  2007   26   0.05793   0.17875   0.08333   0.06216   0.11264
JPN  2007   27   0.06870   0.18138   0.07669   0.05885   0.08870
JPN  2007   28   0.07898   0.18070   0.07414   0.05200   0.07602
JPN  2007   29   0.08759   0.18455   0.07057   0.04984   0.07181
JPN  2007   30   0.08894   0.18616   0.06667   0.04321   0.06176
JPN  2007   31   0.08482   0.18397   0.06157   0.03839   0.07204
JPN  2007   32   0.07866   0.17796   0.05596   0.03430   0.05854
JPN  2007   33   0.07207   0.16561   0.05063   0.03213   0.05458
JPN  2007   34   0.06507   0.14907   0.04534   0.02708   0.04948
JPN  2007   35   0.05808   0.12847   0.03807   0.02332   0.04557
JPN  2007   36   0.04985   0.10494   0.03120   0.01976   0.03803
JPN  2007   37   0.03927   0.08287   0.02315   0.01650   0.03373
JPN  2007   38   0.03246   0.06139   0.01612   0.01242   0.02673
JPN  2007   39   0.02562   0.04448   0.01125   0.00992   0.02259
JPN  2007   40   0.01708   0.02965   0.00701   0.00669   0.01780
JPN  2007   41   0.01094   0.01641   0.00398   0.00439   0.01193
JPN  2007   42   0.00772   0.00945   0.00231   0.00250   0.00848
JPN  2007   43   0.00431   0.00474   0.00110   0.00139   0.00450
JPN  2007   44   0.00180   0.00192   0.00051   0.00062   0.00288
JPN  2007   45   0.00086   0.00072   0.00021   0.00024   0.00165
JPN  2007   46   0.00030   0.00032   0.00008   0.00012   0.00071
JPN  2007   47   0.00020   0.00009   0.00003   0.00005   0.00024
JPN  2007   48   0.00009   0.00006   0.00002   0.00001   0.00010
JPN  2007   49   0.00007   0.00001   0.00000   0.00001   0.00003
JPN  2007   50   0.00003   0.00001   0.00000   0.00000   0.00000
JPN  2007   51   0.00002   0.00000   0.00000   0.00001   0.00000
JPN  2007   52   0.00002   0.00001   0.00000   0.00000   0.00000
JPN  2007   53   0.00002   0.00000   0.00000   0.00000   0.00000
JPN  2007   54         .         .         .         .         .
JPN  2007   55+        .         .         .         .         .
JPN  2008   12-  0.00000         .         .         .         .
JPN  2008   13   0.00000         .         .         .         .
JPN  2008   14   0.00006   0.00000         .         .         .
JPN  2008   15   0.00028   0.02459         .         .         .
JPN  2008   16   0.00129   0.02782   0.00000         .         .
JPN  2008   17   0.00353   0.05024   0.08129         .         .
JPN  2008   18   0.00645   0.07473   0.04913   0.10367         .
JPN  2008   19   0.01167   0.11511   0.05601   0.04329         .
JPN  2008   20   0.01732   0.12559   0.06308   0.05789   0.13481
JPN  2008   21   0.02254   0.15467   0.07668   0.08684   0.03468
JPN  2008   22   0.02666   0.17451   0.08046   0.08394   0.03619
JPN  2008   23   0.03225   0.18566   0.09032   0.07022   0.08621
JPN  2008   24   0.04004   0.18614   0.08980   0.07077   0.08823
JPN  2008   25   0.04820   0.18174   0.08833   0.06894   0.08896
JPN  2008   26   0.05870   0.18395   0.08727   0.06864   0.11059
JPN  2008   27   0.06878   0.18013   0.08118   0.06070   0.07675
JPN  2008   28   0.07839   0.18382   0.07771   0.05537   0.08771
JPN  2008   29   0.08800   0.18532   0.07489   0.05265   0.06981
JPN  2008   30   0.08939   0.18463   0.06904   0.04787   0.07418
JPN  2008   31   0.08584   0.18442   0.06532   0.04235   0.06647
JPN  2008   32   0.07957   0.18106   0.05900   0.03747   0.06132
JPN  2008   33   0.07190   0.16704   0.05322   0.03379   0.05640
JPN  2008   34   0.06691   0.15244   0.04709   0.02906   0.05175
JPN  2008   35   0.05928   0.13227   0.04008   0.02549   0.04772
JPN  2008   36   0.05165   0.10871   0.03257   0.02148   0.03910
JPN  2008   37   0.04125   0.08548   0.02484   0.01783   0.03346
JPN  2008   38   0.03258   0.06569   0.01755   0.01410   0.02873
JPN  2008   39   0.02578   0.04626   0.01180   0.01028   0.02410
JPN  2008   40   0.01978   0.03048   0.00769   0.00708   0.01858
JPN  2008   41   0.01116   0.01822   0.00431   0.00505   0.01312
JPN  2008   42   0.00674   0.00995   0.00238   0.00281   0.00855
JPN  2008   43   0.00416   0.00504   0.00124   0.00146   0.00608
JPN  2008   44   0.00221   0.00234   0.00054   0.00071   0.00273
JPN  2008   45   0.00068   0.00072   0.00019   0.00035   0.00142
JPN  2008   46   0.00036   0.00030   0.00009   0.00014   0.00058
JPN  2008   47   0.00019   0.00012   0.00003   0.00006   0.00032
JPN  2008   48   0.00009   0.00007   0.00000   0.00001   0.00003
JPN  2008   49   0.00006   0.00002   0.00001   0.00001   0.00000
JPN  2008   50   0.00005   0.00002   0.00000   0.00001   0.00000
JPN  2008   51   0.00001   0.00002   0.00000   0.00001   0.00003
JPN  2008   52   0.00003   0.00003   0.00000   0.00000   0.00000
JPN  2008   53   0.00001   0.00000   0.00000   0.00000   0.00000
JPN  2008   54   0.00000   0.00000   0.00000   0.00000   0.00000
JPN  2008   55+  0.00002   0.00000   0.00000   0.00000   0.00000
JPN  2009   12-  0.00000         .         .         .         .
JPN  2009   13   0.00001         .         .         .         .
JPN  2009   14   0.00010   0.00000         .         .         .
JPN  2009   15   0.00028   0.00806         .         .         .
JPN  2009   16   0.00131   0.03314   0.00000         .         .
